eqpdays,months,change_mou,mou_Mean,totmrc_Mean,totcalls,adjrev,hnd_price,totrev,avgqty,adjqty,avgrev,mou_cvce_Mean,mou_peav_Mean,avg3mou,avgmou,avg3qty,adjmou,totmou,change_rev,rev_Mean,mou_opkv_Mean,churn
237.0,11,132.75,559.25,54.7825,1789,526.88,79.98999023,702.4,178.9,1789,52.69,117.6633333,87.6,515,532.3,175,5323.0,5323.0,6.0075,53.9825,219.4666667,0
414.0,14,520.5,2066.5,59.99,10873,1209.49,79.98999023,1239.47,834.62,10850,93.04,612.9366667,323.17,1893,1424.69,961,18521.0,18556.0,119.3325,174.8875,684.9066667000002,1
298.0,23,-19.75,661.75,104.99,4850,2000.11,149.98999019999997,2112.91,220.52,4631,95.24,458.02,326.8933333,668,575.52,213,12086.0,12636.0,6.195,99.995,144.11,0
467.0,15,41.25,21.75,16.99,75,250.55,9.989997864,354.7,5.36,75,17.9,20.01666667,9.523333333,8,10.64,5,149.0,149.0,12.3475,21.4425,10.49333333,0
501.0,17,151.0,213.0,61.36,1089,747.62,149.98999019999997,777.6,67.69,1083,46.73,83.66,105.2233333,163,146.63,78,2346.0,2357.0,6.19,63.88,24.42666667,0
54.0,47,-147.25,939.25,69.99,17483,2717.67,129.9899902,2782.4,395.64,17408,61.77,367.43,394.5733333,988,648.84,514,28549.04,28669.073330000007,-9.205,60.185,301.5166667,1
588.0,19,15.25,17.75,29.99,359,531.87,59.98999023,570.86,19.5,351,29.55,3.56,3.1,13,41.11,8,740.0,752.0,-0.255,28.745,0.46,0
299.0,10,-75.75,562.75,59.99,1679,702.45,29.98999023,864.04,185.78,1672,78.05,258.5133333,265.3166667,588,679.22,180,6113.0,6124.0,49.705,94.185,62.12,1
625.0,28,-2.0,736.0,59.99,5108,1619.18,29.98999023,1695.66,194.96,5069,62.28,465.85,393.7733333,737,575.73,294,14969.0,15098.0,-8.82,63.9,145.2466667,1
532.0,46,-129.25,706.25,39.99,9566,1788.87,29.98999023,1860.85,210.66,9269,40.66,490.56,280.9,749,547.09,215,24072.0,24940.0,-13.545,60.295,335.65,0
438.0,33,-13.25,22.25,10.0,363,1765.54,79.98999023,1815.7,11.06,354,55.17,11.53666667,4.696666667,27,24.63,9,788.0,799.0,0.0,13.25,6.84,0
217.0,7,-46.75,550.75,69.99,2549,359.7,129.9899902,475.21,373.5,2241,59.95,241.46,156.8733333,566,978.33,327,5870.0,6555.0,-0.12,50.8,167.7666667,0
311.0,11,-61.75,108.75,10.0,416,117.65,199.9899902,133.98,38.8,388,11.77,0.0,0.0,129,122.3,46,1223.0,1323.0,0.0,10.0,0.0,0
584.0,20,63.25,797.75,85.0,2935,1734.37,59.98999023,1898.54,161.94,2915,96.35,598.8433332999998,450.2066667,777,809.06,137,14563.0,14680.0,3.1475,90.8125,248.7,0
330.0,11,39.0,77.0,10.0,367,100.88,29.98999023,159.8,35.33,318,11.21,32.24333333,28.14333333,64,108.56,25,977.0,1180.0,-0.09,10.09,5.51,1
127.0,39,-60.75,266.75,29.99,1222,1119.69,149.98999019999997,1173.87,33.42,1203,31.1,72.11666667,82.27333333,287,65.64,138,2363.0,2389.0,0.055,32.485,78.58666667,0
27.0,14,-152.0,702.0,24.2075,3196,424.47,199.9899902,454.64,258.42,3101,35.37,431.43,417.9633333,753,665.25,265,7983.0,8267.0,7.8725,32.6075,84.33666667,0
1111.0,37,-21.0,365.0,50.0,6618,2002.24,29.98999023,2089.34,186.91,6542,57.21,195.39,162.2933333,372,452.09,172,15823.0,16079.0,3.2175,52.2025,63.89666667,0
547.0,18,33.5,437.5,69.99,3698,1646.43,149.98999019999997,1749.21,216.94,3688,96.85,160.7533333,145.0766667,426,550.41,205,9357.0,9373.0,-4.05,79.08,75.09,1
271.0,9,-120.0,250.0,59.99,748,448.55,149.98999019999997,534.43,93.38,747,56.07,159.1933333,97.97,290,261.0,102,2088.0,2090.0,-3.2475,57.1975,63.49,0
762.0,29,-267.25,406.25,44.99,3924,1081.45,29.98999023,1119.18,139.64,3910,38.62,159.64,129.7066667,495,276.54,164,7743.0,7759.0,-2.845,38.825,189.57,1
157.0,24,142.25,1196.75,94.99,7250,2110.95,149.98999019999997,2194.12,323.45,7116,95.95,440.1,519.5966666999999,1149,1081.27,367,23788.0,24177.0,-0.525,80.765,335.4766667,0
748.0,25,-11.25,133.25,16.99,575,586.57,29.98999023,635.05,20.26,466,25.5,89.11,67.41,137,56.35,39,1296.0,1585.0,-1.39,44.33,37.53333333,1
421.0,14,-15.75,22.75,39.99,202,425.0,59.98999023,484.98,15.54,202,32.69,9.89,1.493333333,28,36.38,11,473.0,473.0,-0.655,30.645,8.396666667,0
501.0,17,13.5,383.5,59.99,1014,778.25,59.98999023,1059.28,65.93,989,51.88,318.69,292.89,379,283.27,71,4249.0,4306.0,4.15,53.73,52.69666667,1
968.0,32,12.75,193.25,37.98,3539,1632.82,29.98999023,1687.37,112.81,3497,52.67,85.93333333,70.52,189,192.48,116,5967.0,6040.0,-2.9925,41.9625,39.93666667,1
267.0,47,-294.25,2119.25,90.9,54383,5162.06,199.9899902,5325.32,1225.23,53910,117.32,687.23,934.1166667,2217,2261.1,1314,99488.34,100425.34,27.0925,110.7275,282.27,0
233.0,29,-246.5,1439.5,84.99,10616,2358.49,129.9899902,2389.12,379.14,10616,84.23,620.3233333,553.56,1522,1017.18,490,28481.0,28481.0,-10.99,86.97,504.9166667,0
89.0,12,-129.0,1024.0,59.99,4455,839.85,79.98999023,899.83,403.55,4439,76.35,424.26333330000006,343.6566667,1067,805.64,505,8862.0,8891.0,-34.0975,87.2875,352.4466667,1
15.0,31,-193.25,615.25,45.0,7412,2299.3,249.9899902,2393.5,243.17,7295,76.64,329.5933333,349.8266667,680,831.63,187,24949.0,25285.0,0.2275,53.8625,61.1,1
325.0,11,0.0,2.0,10.0,48,90.36,99.98999023,148.61,3.0,27,10.04,2.446666667,2.446666667,2,12.22,1,110.0,154.0,0.0,10.0,0.0,0
195.0,25,-512.25,609.25,10.0,9164,981.49,129.9899902,1021.92,415.5,9141,44.61,120.84333329999998,273.8,780,732.86,378,16123.0,16155.0,-0.6625,10.6625,41.80666667,1
584.0,25,136.25,562.75,60.1975,1749,1108.61,149.98999019999997,1143.59,71.67,1720,46.19,181.6933333,173.0466667,517,244.88,120,5877.0,5922.0,-7.465,69.385,125.7866667,0
389.0,13,-6.75,178.75,10.0,719,122.95,79.98999023,163.12,59.83,718,10.25,121.0566667,31.77666667,181,155.0,56,1860.0,1861.0,0.0,10.0,122.9433333,0
736.0,24,100.0,75.0,27.8225,1265,825.28,59.98999023,861.09,54.43,1252,35.88,17.51666667,20.42666667,42,145.96,19,3357.0,3389.0,6.04,30.11,7.483333332999999,0
336.0,23,8.0,62.0,48.365,2381,1118.4,9.989997864,1162.25,107.41,2363,50.84,7.053333332999999,10.62,59,258.82,25,5694.0,5730.0,-3.4725,38.4625,0.9,0
250.0,8,20.25,965.75,59.99,1156,429.31,129.9899902,510.19,162.57,1138,61.33,518.9,297.3766667,959,1048.43,162,7339.0,7452.0,0.0,49.99,524.7633333000001,1
479.0,21,-11.0,87.0,29.99,1005,642.84,59.98999023,673.83,50.25,1005,32.14,24.7,16.64666667,91,92.45,57,1849.0,1849.0,0.0,29.99,24.94666667,1
890.0,30,38.0,219.0,29.99,1947,1186.91,29.98999023,1228.51,69.11,1935,42.39,102.5666667,49.46,206,148.43,103,4156.0,4186.0,8.765,57.915,79.00333333,0
221.0,8,34.25,229.75,44.99,492,276.94,149.98999019999997,347.55,69.86,489,39.56,108.0366667,121.24,218,180.86,88,1266.0,1274.0,7.0,41.59,18.94333333,0
378.0,50,-245.75,1301.75,75.0,14587,4444.75,99.98999023,4553.29,302.27,14509,92.6,492.03,515.5366667,1384,776.21,441,37258.05,37439.05,-35.0925,149.3925,467.18666669999993,0
904.0,30,-17.0,57.0,24.99,841,738.91,29.98999023,784.66,28.46,797,26.39,9.83,8.48,63,56.11,41,1571.0,1661.0,-0.7725,25.7625,1.6233333330000002,0
138.0,14,141.5,487.5,39.99,2249,1017.5,99.98999023,1080.73,172.15,2238,78.27,176.5966667,189.7233333,440,391.77,202,5093.0,5116.0,50.7425,94.8675,70.89,1
28.0,21,241.75,535.25,49.995,3419,1156.19,199.9899902,1207.86,170.8,3416,57.81,292.5,255.28,455,447.75,186,8955.0,8965.0,26.33,79.74,105.5066667,0
435.0,14,38.75,271.25,49.5875,1247,714.03,149.98999019999997,794.01,95.62,1243,54.93,76.88333333,121.8366667,258,279.0,108,3627.0,3635.0,0.8975,50.0825,20.68333333,0
514.0,17,0.0,0.0,40.0,210,568.71,59.98999023,631.95,12.94,207,35.54,0.0,0.0,0,23.13,0,370.0,376.0,0.0,36.25,0.0,1
368.0,12,50.75,592.25,49.99,1733,607.87,59.98999023,687.85,157.36,1731,55.26,248.7866667,195.5933333,575,454.64,207,5001.0,5006.0,19.515,73.375,219.8533333,1
370.0,13,1.25,60.75,59.99,306,606.68,149.98999019999997,687.56,25.25,303,50.56,46.37333333,33.41333333,60,66.42,28,797.0,804.0,0.0,49.99,12.96,0
54.0,18,29.75,84.25,39.99,720,513.52,29.98999023,573.5,41.94,713,30.21,27.9,19.32666667,74,86.41,34,1469.0,1481.0,-0.2475,30.2375,16.06666667,0
319.0,11,6.0,40.0,10.0,1258,309.96,149.98999019999997,375.57,124.9,1249,31.0,22.64666667,19.33,38,351.9,20,3519.0,3534.0,0.0,10.0,8.333333332999999,0
332.0,11,-4.75,30.75,39.99,120,356.73,149.98999019999997,416.71,10.2,102,35.67,0.0,0.0,32,22.9,11,229.0,262.0,-7.6925,42.6225,0.0,0
366.0,13,-18.25,392.25,49.99,2142,689.44,199.9899902,770.32,194.64,2141,62.68,171.43,224.9466667,398,385.55,201,4241.0,4247.0,-1.6625,49.0225,40.70666667,1
1138.0,37,-3.0,11.0,16.99,1114,743.62,29.98999023,927.53,30.11,1084,20.66,8.523333333,1.746666667,12,59.69,4,2149.0,2211.0,-0.625,21.615,7.253333333,0
404.0,55,14.75,103.25,0.0,1007,606.82,149.98999019999997,609.97,38.38,998,23.34,33.69333333,40.07333333,98,73.42,56,1909.0,1922.0,2.325,33.025,25.18333333,0
578.0,20,-298.75,385.75,59.98,1907,1163.19,79.98999023,1258.97,105.33,1896,64.62,172.08,145.1933333,485,484.44,127,8720.0,8751.0,-3.56,63.54,138.91666669999998,1
704.0,25,-36.5,128.5,50.0,3855,1559.74,29.98999023,1649.28,160.91,3701,67.81,66.93666667,87.05333333,141,309.65,55,7122.0,7363.0,0.7425,53.4975,15.70666667,1
688.0,23,-8.75,51.75,31.98,656,720.12,79.98999023,775.26,29.38,617,34.29,13.31,28.12333333,55,59.9,24,1258.0,1348.0,-0.29,32.66,3.123333333,1
352.0,12,4.0,227.0,39.99,817,338.52,149.98999019999997,398.5,79.9,799,33.85,0.0,0.0,226,208.1,91,2081.0,2107.0,-2.0,37.97,0.0,0
369.0,13,1.5,1343.5,44.99,3189,438.81,199.9899902,504.42,265.67,3188,36.57,897.7966667000003,195.52,1343,1286.42,252,15437.0,15439.0,-0.195,35.185,957.2433333,1
368.0,13,203.5,597.5,44.99,3503,411.58,129.9899902,477.19,315.36,3469,37.42,131.63333329999998,136.2033333,530,573.64,335,6310.0,6357.0,1.0875,37.4125,178.2333333,0
400.0,14,576.0,595.0,44.99,2160,518.06,99.98999023,583.04,165.23,2148,39.85,0.0,0.0,403,466.77,140,6068.0,6102.0,-0.045,36.025,0.0,0
208.0,11,944.0,816.0,49.99,2802,590.2,99.98999023,671.08,280.2,2802,59.02,275.5666667,83.28333333,501,874.7,177,8747.0,8747.0,-0.195,40.185,305.2933333000001,0
32.0,33,-31.0,722.0,50.0,8849,1864.44,149.98999019999997,1979.2,301.66,8748,64.29,205.3733333,161.24,732,486.28,532,14102.0,14280.0,-13.4875,71.8475,286.4066667,0
627.0,21,-8.75,100.75,32.49,2331,677.18,59.98999023,713.86,115.85,2317,33.86,40.62,22.05,104,275.55,46,5511.0,5537.0,0.0,32.49,22.76333333,1
311.0,49,-65.75,437.75,50.0,9096,2696.17,129.9899902,2737.97,188.54,9050,56.17,247.3533333,190.2133333,460,389.85,185,18713.0,18790.0,-0.2475,51.2375,103.3,0
283.0,10,-32.25,223.25,29.99,776,374.54,99.98999023,470.05,86.22,776,41.62,107.7933333,99.2,234,208.67,100,1878.0,1878.0,5.11,42.17,36.96,1
53.0,15,-51.25,929.25,75.0,5153,1307.57,199.9899902,1382.56,365.71,5120,93.4,437.12666669999993,704.3866667000002,946,934.93,393,13089.0,13160.0,-12.87,89.15,10.69666667,0
669.0,23,21.0,152.0,34.425,337,469.25,29.98999023,489.18,15.86,333,22.35,79.17,61.99,145,34.29,45,720.0,729.0,-3.8475,43.8375,40.17333333,1
424.0,14,-220.5,226.5,51.98,1505,680.61,79.98999023,765.83,114.46,1488,52.35,134.17,94.89666667,300,334.08,125,4343.0,4414.0,-0.2475,52.7175,96.84666667,1
265.0,29,-9.75,1679.75,88.9425,13438,3229.64,79.98999023,3306.22,477.25,13363,115.34,722.7266667,892.7833332999999,1683,1114.5,633,31206.0,31356.0,-59.795,172.195,308.0733333,1
106.0,23,-81.25,279.25,74.99,1689,921.48,199.9899902,953.4,84.25,1685,46.07,133.6433333,113.4633333,306,152.3,125,3046.0,3051.0,-29.565,86.445,69.95,1
256.0,8,-19.0,127.0,39.99,374,233.47,149.98999019999997,293.99,52.14,365,33.35,80.19,40.20666667,133,151.43,46,1060.0,1078.0,-0.2475,34.2375,61.57666667,1
577.0,19,20.0,50.0,30.0,405,544.57,29.98999023,576.57,22.28,401,30.25,17.66666667,23.37,43,47.61,22,857.0,871.0,-0.505,30.505,2.236666667,0
15.0,12,82.0,549.0,46.6425,1672,390.92,99.98999023,454.9,151.45,1666,35.54,275.73,176.03,522,430.09,184,4731.0,4754.0,37.21,51.59,209.0766667,0
454.0,15,1.5,24.5,50.3225,255,422.85,129.9899902,482.84,18.14,254,30.2,4.013333333,7.623333333,24,32.93,14,461.0,464.0,23.43,37.86,2.0533333330000003,0
377.0,13,175.0,711.0,44.99,1676,593.52,149.98999019999997,663.13,138.17,1658,49.46,203.6,173.7366667,653,367.75,188,4413.0,4447.0,54.1775,81.4125,172.0633333,0
633.0,34,-28.0,525.0,85.0,5186,2543.64,199.9899902,2609.7,156.27,5157,77.08,189.0,252.4066667,534,452.21,139,14923.0,15039.0,-0.2475,75.2475,48.69333333,0
483.0,16,-117.25,438.25,45.0,3113,742.42,149.98999019999997,794.93,206.4,3096,49.49,183.2833333,203.0366667,477,683.47,187,10252.0,10300.0,-0.88,47.86,134.0833333,0
311.0,26,5.25,49.75,29.99,1498,1068.59,199.9899902,1111.0,56.25,1350,44.52,18.29,23.1,48,184.29,26,4423.0,4828.0,0.0,29.99,2.343333333,1
186.0,13,0.0,0.0,16.365,3058,960.27,9.989997864,1040.25,277.91,3057,87.3,0.0,0.0,0,705.27,0,7758.0,7761.0,5.335,18.655,0.0,1
364.0,12,112.25,218.75,44.99,1117,485.02,99.98999023,550.63,101.27,1114,44.09,56.53333333,33.12333333,181,534.09,111,5875.0,5880.0,-0.195,35.185,33.37666667,0
105.0,17,115.25,1629.75,84.99,7363,2077.03,129.9899902,2157.01,459.13,7346,129.81,686.5633333,830.97,1591,1437.63,468,23002.0,23056.0,-19.575,115.775,296.8166667,1
483.0,47,42.0,126.0,17.0,1997,1614.19,149.98999019999997,1759.21,43.15,1985,35.09,63.56333333,49.41333333,112,74.11,62,3409.0,3423.0,10.9525,49.6475,30.21666667,0
360.0,12,-1036.5,1036.5,10.0,6048,564.81,149.98999019999997,604.98,547.18,6019,51.35,381.9533333,317.9766667,1382,1017.0,728,11187.0,11242.0,-77.9625,87.9625,478.63,1
228.0,17,-74.75,831.75,44.99,5004,1667.13,99.98999023,1698.09,312.69,5003,104.2,357.7433333,293.8566667,857,948.06,267,15169.0,15170.0,14.945,110.175,305.95,0
328.0,28,-34.25,108.25,29.99,1350,851.18,149.98999019999997,906.94,54.63,1311,35.47,64.48,60.32,120,125.29,40,3007.0,3104.0,-0.27,30.26,13.21666667,1
491.0,16,518.0,1010.0,50.1525,2682,1020.47,149.98999019999997,1100.45,176.4,2646,68.03,771.71,378.82,837,799.27,193,11989.0,12060.0,28.9875,97.4625,492.48,0
179.0,31,-27.5,333.5,32.49,2767,989.92,29.98999023,1031.52,91.23,2737,33.0,184.7666667,256.8,343,241.2,116,7236.0,7324.0,0.045,32.835,5.8266666670000005,1
466.0,16,31.5,218.5,39.99,1267,460.54,59.98999023,520.52,84.47,1267,30.7,103.1166667,117.16,208,252.47,73,3787.0,3787.0,0.7875,30.7025,29.02,1
66.0,40,49.75,332.25,46.98,3664,2097.45,129.9899902,2309.0,92.0,3496,55.2,229.0733333,231.37,316,271.34,107,10311.0,10811.0,3.0825,54.8375,25.3,1
640.0,22,12.0,125.0,32.49,1187,719.71,149.98999019999997,784.29,59.15,1183,35.99,74.62333333,57.57,121,152.5,51,3050.0,3063.0,-0.6075,33.9375,24.72666667,1
518.0,17,-143.5,143.5,29.99,1396,1008.25,29.98999023,1044.7,86.81,1389,63.02,86.42666667,79.65,191,188.75,108,3020.0,3033.0,-18.645,51.885,10.42,1
724.0,24,-2.5,57.5,10.0,510,550.35,79.98999023,594.21,22.17,510,23.93,28.00666667,26.32,58,68.61,22,1578.0,1578.0,-3.315,13.315,4.19,0
5.0,19,-30.5,203.5,30.0,1999,643.53,29.98999023,679.99,109.78,1976,35.75,123.5966667,80.26666667,214,240.06,85,4321.0,4373.0,0.0,33.25,74.88,1
194.0,17,65.5,963.5,57.99,2660,1242.58,149.98999019999997,1342.55,165.69,2651,77.66,274.08,481.45,942,522.31,281,8357.0,8376.0,-4.645,155.435,213.13,0
486.0,16,55.5,313.5,59.99,2910,818.86,129.9899902,898.84,193.67,2905,54.59,114.14,128.59333329999998,295,320.87,190,4813.0,4821.0,-1.3275,51.3175,41.47333333,0
331.0,11,-57.5,78.5,54.99,426,407.01,149.98999019999997,471.99,41.4,414,40.7,47.60666667,21.57666667,98,84.0,39,840.0,875.0,0.0,44.99,26.72666667,1
400.0,25,312.75,856.25,76.2425,7059,2282.91,149.98999019999997,2338.15,305.96,7037,99.26,294.0666667,427.5433333,752,666.09,310,15320.0,15367.0,16.9775,113.3025,74.69,1
309.0,11,-2.5,18.5,10.0,76,90.72,59.98999023,137.13,8.0,72,10.08,8.3,5.73,19,11.0,14,99.0,104.0,0.0,10.0,3.146666667,0
238.0,38,0.0,382.0,44.99,6235,2919.53,29.98999023,3089.51,170.03,6121,81.1,264.1966667,249.2466667,382,543.81,121,19577.0,19881.0,13.4425,60.2475,53.55,1
14.0,25,99.0,133.0,49.99,3208,1665.3,79.98999023,1752.63,133.96,3081,72.4,22.96666667,25.95333333,100,281.17,54,6467.0,6675.0,-19.0075,70.9175,11.56666667,0
328.0,23,-156.5,519.5,69.99,3138,1101.69,149.98999019999997,1133.69,142.36,3132,50.08,287.39,184.54,572,382.45,136,8414.0,8426.0,-45.24,45.24,187.8933333,0
216.0,21,-82.25,385.25,29.99,2396,444.32,99.98999023,451.55,171.14,2396,31.74,178.49,114.2066667,413,378.57,205,5300.0,5300.0,-1.1625,33.2525,112.2,0
13.0,48,1037.5,428.5,34.98,2932,2224.96,149.98999019999997,2279.79,66.07,2907,50.57,238.5133333,202.81,83,147.52,56,6491.04,6538.036667,119.5425,77.2575,59.43,1
595.0,20,-38.5,144.5,29.99,996,339.07,59.98999023,369.06,82.09,903,30.82,51.76,49.59333333,157,124.91,102,1374.0,1522.0,-1.2675,31.2575,23.17,0
65.0,22,-987.0,987.0,68.49,5102,1321.68,149.98999019999997,1360.61,240.0,5040,62.94,172.9066667,50.34,1316,741.76,376,15577.0,15746.0,-54.9075,104.8975,145.53666669999996,0
614.0,38,279.25,891.75,49.99,9535,1710.89,79.98999023,1749.28,263.19,9475,47.52,397.3266667,252.5933333,799,739.06,281,26606.0,26755.0,41.565,64.175,305.4833333,1
485.0,30,92.75,188.25,29.99,1887,1075.83,9.989997864,1122.37,64.55,1872,37.1,69.94666667,80.12666667,157,118.97,99,3450.0,3481.0,29.1375,50.3025,19.47333333,0
594.0,20,-37.75,90.75,29.99,248,563.72,59.98999023,623.7,12.84,244,29.67,139.34,19.14333333,103,59.58,10,1132.0,1149.0,0.0,28.49,129.35,0
319.0,33,-371.5,371.5,15.8875,5376,1530.62,39.98999023,1560.61,196.07,5294,56.69,153.82,226.5,495,434.96,243,11744.0,11882.0,-27.15,35.7,106.8066667,0
547.0,18,8.0,302.0,32.49,1644,599.88,59.98999023,635.73,96.35,1638,35.29,111.7766667,116.38,299,164.29,179,2793.0,2807.0,-3.3,35.79,90.11,1
337.0,12,-6.75,668.75,44.99,1541,682.16,99.98999023,762.14,153.0,1530,68.22,427.21,140.52333330000002,671,925.2,117,9252.0,9375.0,27.7125,47.2775,356.4333333,0
676.0,23,32.25,38.75,30.0,356,651.2,79.98999023,682.2,16.18,356,29.6,22.43333333,18.51,28,38.27,12,842.0,842.0,0.0,28.5,3.923333333,1
187.0,15,-41.75,1805.75,69.99,6006,1156.68,129.9899902,1216.66,428.79,6003,82.62,359.7466667,251.0666667,1820,1140.57,506,15968.0,15971.0,-47.295,107.285,846.84,1
191.0,22,-604.0,1448.0,84.99,6804,1799.55,149.98999019999997,1851.16,323.9,6802,85.69,433.75,887.24,1649,1152.71,366,24207.0,24210.0,-12.5975,88.3675,463.5933333,1
432.0,15,-141.5,737.5,59.99,2546,805.84,129.9899902,915.15,183.15,2381,61.99,396.0933333,265.1666667,785,527.92,235,6863.0,7295.0,-7.6,58.18,322.41,0
90.0,32,104.0,547.0,44.99,3013,1469.69,79.98999023,1531.28,102.48,2972,50.68,360.2633333,125.5866667,512,443.14,103,12851.0,13052.0,26.6775,50.2325,278.6833333,0
650.0,21,-19.5,43.5,29.99,509,676.54,29.98999023,721.97,24.25,485,33.83,35.86666667,32.41333333,50,55.4,21,1108.0,1142.0,0.0,33.24,3.453333333,0
323.0,11,50.25,645.75,59.99,2722,511.1,149.98999019999997,591.08,271.4,2714,51.11,250.1166667,218.2366667,629,598.1,256,5981.0,5996.0,-0.45,50.44,220.0833333,0
783.0,26,-10.75,33.75,29.99,289,727.43,59.98999023,780.64,10.42,250,30.31,14.21,11.62,37,25.54,15,613.0,714.0,0.0,29.99,9.42,0
374.0,39,37.75,263.25,57.5725,3940,2133.07,149.98999019999997,2207.26,105.08,3888,57.65,68.86666667,91.16,251,358.41,103,13261.0,13479.0,2.545,48.435,25.77333333,1
395.0,16,-69.25,651.25,104.99,3386,1538.39,99.98999023,1647.0,231.29,3238,109.89,378.7766667,187.4933333,674,737.07,218,10319.0,10785.0,0.0,95.98,340.2566667,1
184.0,10,-5.5,9.5,19.99,55,217.5,79.98999023,267.48,6.11,55,24.17,5.936666667000001,1.95,11,9.78,7,88.0,88.0,0.0,19.99,4.32,0
215.0,8,-90.25,167.25,7.42,399,60.0,149.98999019999997,70.0,66.17,397,10.0,160.4366667,137.65,197,345.33,54,2072.0,2077.0,-7.74,7.42,44.87,1
132.0,32,16.5,950.5,59.99,3188,1763.92,99.98999023,1854.24,103.23,3097,58.8,731.5833332999998,380.3966667,945,631.6,182,18948.0,19586.0,-4.2475,60.2375,389.15,0
400.0,13,-15.25,90.25,39.99,440,333.97,79.98999023,397.2,36.58,439,27.83,41.04666667,41.61666667,95,103.08,34,1237.0,1238.0,0.0,33.24,29.89666667,1
202.0,32,-145.25,998.25,59.585,16054,2764.02,129.9899902,2961.09,532.57,15977,92.13,211.0333333,178.72,1047,884.93,553,26548.0,26723.0,-1.0225,51.0125,275.28,0
766.0,26,-15.5,229.5,32.49,1928,974.54,59.98999023,1015.69,80.04,1921,40.61,126.8233333,111.95333329999998,235,208.71,88,5009.0,5016.0,2.25,41.94,20.64,0
970.0,34,383.75,373.25,59.99,2983,1543.47,29.98999023,1722.48,90.39,2983,46.77,147.6633333,140.2633333,245,183.06,94,6041.0,6041.0,6.98,57.95,55.32333333,1
584.0,19,-64.75,132.75,32.4975,1167,542.39,149.98999019999997,575.96,64.67,1164,30.13,82.81666667,76.59333333,154,152.78,69,2750.0,2753.0,-0.27,30.27,30.39666667,0
379.0,13,74.75,513.25,44.99,1460,380.53,29.98999023,478.16,121.67,1460,31.71,415.01,149.0033333,488,429.92,127,5159.0,5159.0,-0.2475,35.2375,274.8566667,0
732.0,24,111.25,1434.75,99.99,7821,2715.15,59.98999023,2746.81,339.09,7799,118.05,597.18,691.8133333,1398,771.22,574,17738.0,17771.0,37.6675,250.1425,409.5533333,0
338.0,35,-9.75,392.75,45.0,4951,1808.75,149.98999019999997,1864.95,144.24,4904,53.2,92.39666667,231.73,396,247.71,247,8422.0,8506.0,-4.8,49.9,50.33666667,1
332.0,11,-119.5,124.5,10.0,556,174.89,149.98999019999997,214.88,55.1,551,17.49,89.72,31.91,164,178.5,50,1785.0,1791.0,-9.0975,19.0975,64.78666667,1
526.0,18,-67.25,762.25,44.99,2681,1712.79,199.9899902,1772.77,157.59,2679,100.75,282.5833333,474.7366667,785,497.18,219,8452.0,8456.0,-35.1925,159.7625,112.33,0
1143.0,38,5.5,10.5,16.0,355,450.88,29.98999023,467.87,13.27,345,17.34,4.016666667,3.366666667,9,27.69,7,720.0,735.0,0.0,15.2,1.3666666669999998,0
1203.0,40,13.0,278.0,29.99,3169,1321.93,29.98999023,1379.83,81.45,3095,34.79,213.12,141.49333330000005,274,272.5,73,10355.0,10500.0,0.0,33.24,87.37666667,0
464.0,22,57.0,354.0,30.0,1712,869.87,9.989997864,916.31,80.19,1684,41.42,115.0133333,174.15,335,265.33,111,5572.0,5618.0,7.605,47.595,58.80333333,0
73.0,11,-338.25,485.25,36.77,2358,674.61,199.9899902,740.22,259.0,2331,74.96,107.5566667,127.6,598,772.11,215,6949.0,7006.0,-83.635,48.555,86.12,0
980.0,32,-47.0,189.0,30.0,1873,1096.77,29.98999023,1136.6,60.1,1863,35.38,122.2066667,115.34,205,193.19,88,5989.0,6013.0,0.0,30.0,26.56333333,0
715.0,24,111.25,909.75,54.98,4616,1181.11,29.98999023,1224.44,218.9,4597,56.24,360.83,356.3866667,873,701.86,145,14739.0,14827.0,-1.3175,60.5975,258.5533333,1
253.0,8,-62.5,131.5,69.99,536,479.88,149.98999019999997,560.76,76.29,534,68.55,37.70333333,55.77666667,152,150.57,83,1054.0,1056.0,-5.915,65.905,9.37,1
253.0,8,-7.75,822.75,94.99,1457,661.97,199.9899902,766.95,207.14,1450,94.57,0.0,0.0,825,745.0,228,5215.0,5231.0,-1.0125,86.0025,0.0,1
401.0,14,42.5,55.5,39.99,359,425.26,199.9899902,489.24,27.54,358,32.71,0.0,0.0,41,53.0,23,689.0,691.0,0.0,33.99,0.0,1
192.0,8,79.5,1619.5,94.99,3616,652.75,149.98999019999997,933.72,542.33,3254,108.79,808.27,691.7833333,1593,1582.67,555,9496.0,10426.0,-2.055,88.015,459.36,0
200.0,7,-76.0,167.0,39.99,134,183.67,149.98999019999997,244.19,22.33,134,30.61,160.8833333,115.03,192,173.33,19,1040.0,1040.0,-0.5275,30.5175,58.01333333,1
157.0,30,-44.25,583.25,10.0,3617,941.32,149.98999019999997,992.92,124.24,3603,32.46,355.76,288.3,598,428.83,166,12436.0,12471.0,-2.035,17.315,117.49666670000002,1
371.0,13,-92.75,192.75,42.97,750,873.18,99.98999023,928.87,62.42,749,72.77,167.97,220.5433333,224,211.83,63,2542.0,2543.0,-6.3175,75.8375,35.66666667,0
141.0,22,124.0,1017.0,110.075,11926,2372.3,149.98999019999997,2474.59,562.52,11813,112.97,379.1,624.3733333,976,979.9,410,20578.0,20792.0,40.43,201.3,68.95333333,0
